X,Y,Z,areas,ax1s,ax2s,bat_ids,gyrations,types,volumes,type 2
0.202,1.001,2.91,4.3555,1003.2349,53.2613,#369488,0.2312,IfcWallStandardCase,0.0043,G
1.003,0.202,2.91,4.3663,1003.2287,53.2613,#369719,0.2318,IfcWallStandardCase,0.0044,G
1.002,0.202,2.91,4.3608,1003.2318,53.2613,#369884,0.2315,IfcWallStandardCase,0.0043,G
12.1,0.202,2.91,57.3643,1001.1596,54.5683,#370148,3.1266,IfcWallStandardCase,0.0573,W1
9.296,0.202,2.91,42.5623,1001.4594,62.275,#372548,2.6467,IfcWallStandardCase,0.0425,W1
12.1,0.202,3.31,66.8859,1001.0183,47.5904,#382448,3.1799,IfcWallStandardCase,0.0668,W1
2.298,0.202,3.31,13.0704,1001.5964,46.4108,#382636,0.6056,IfcWallStandardCase,0.013,G
6.126,0.202,3.31,36.8959,1000.9806,46.4108,#382812,1.7107,IfcWallStandardCase,0.0369,G
3.228,0.202,3.31,12.6053,1002.5059,79.9254,#382845,1.005,IfcWallStandardCase,0.0126,D1
0.202,8.3,3.31,50.4268,1000.89,46.4108,#382934,2.3383,IfcWallStandardCase,0.0504,G
0.202,4.2,3.31,24.9084,1001.1431,46.4108,#383000,1.1547,IfcWallStandardCase,0.0249,G
9.296,0.202,3.31,49.8407,1001.2782,53.1713,#384848,2.6467,IfcWallStandardCase,0.0498,W1
12.1,0.202,3.81,78.7879,1000.8898,40.9749,#388912,3.2255,IfcWallStandardCase,0.0787,W1
2.298,0.202,3.81,15.1704,1001.5073,39.9827,#389100,0.6056,IfcWallStandardCase,0.0151,G
6.126,0.202,3.81,42.8239,1000.8915,39.9827,#389297,1.7107,IfcWallStandardCase,0.0428,G
3.228,0.202,3.81,15.6353,1002.1477,62.8734,#389330,0.9809,IfcWallStandardCase,0.0156,D1
0.202,8.3,3.81,58.5288,1000.8009,39.9827,#389419,2.3383,IfcWallStandardCase,0.0585,G
0.202,4.2,3.81,28.9104,1001.054,39.9827,#389485,1.1547,IfcWallStandardCase,0.0289,G
9.296,0.202,3.81,58.9387,1001.1147,44.9412,#391333,2.6458,IfcWallStandardCase,0.0589,W1
0.226,6.901,2.91,36.8088,77.9595,4.097,#391393,1.9344,IfcWallStandardCase,0.4722,G
0.8,0.226,2.91,3.4241,80.9944,4.1009,#391585,0.1734,IfcWallStandardCase,0.0423,G
0.226,4.8,2.91,21.6323,78.6625,4.5841,#391618,1.2606,IfcWallStandardCase,0.275,D1
1.574,0.226,2.91,3.9797,83.4348,9.8877,#391674,0.4716,IfcWallStandardCase,0.0477,D1
0.226,11.475,2.91,58.1579,78.0306,4.4586,#391730,3.3231,IfcWallStandardCase,0.7453,D1
2.7,0.22,2.928,13.8491,101.5331,5.2911,#391852,0.7217,IfcWallStandardCase,0.1364,G
0.22,2.26,2.928,11.4309,101.704,5.2912,#391942,0.5947,IfcWallStandardCase,0.1124,G
0.22,2.26,2.928,7.5305,103.7348,7.913,#391975,0.5744,IfcWallStandardCase,0.0726,D1
3.5,0.23,2.926,16.5532,68.6642,4.1431,#392159,0.9988,IfcWallStandardCase,0.2411,W1
3.5,0.23,2.926,18.3532,68.0064,3.53,#392231,0.9527,IfcWallStandardCase,0.2699,G
2.8,0.23,2.926,14.4948,68.1696,3.5301,#392264,0.7506,IfcWallStandardCase,0.2126,G
2.8,0.23,2.926,12.6948,69.0578,4.1731,#392297,0.7671,IfcWallStandardCase,0.1838,W1
0.23,5.64,2.926,30.1488,67.768,3.53,#392353,1.5704,IfcWallStandardCase,0.4449,G
0.23,5.64,2.926,26.2106,68.2599,3.6781,#392386,1.4123,IfcWallStandardCase,0.384,D1
0.23,4.54,2.926,24.0856,67.8612,3.53,#392442,1.2529,IfcWallStandardCase,0.3549,G
0.23,4.54,2.926,20.1474,68.5228,3.7834,#392475,1.1124,IfcWallStandardCase,0.294,D1
2.9,0.22,2.928,14.9483,101.4739,5.2911,#394028,0.7794,IfcWallStandardCase,0.1473,G
2.7,0.22,3.3,15.724,101.4452,4.6562,#395582,0.7217,IfcWallStandardCase,0.155,G
0.22,2.26,3.3,12.9784,101.616,4.6563,#395648,0.5947,IfcWallStandardCase,0.1277,G
0.22,2.26,3.3,9.078,103.253,6.66,#395681,0.5855,IfcWallStandardCase,0.0879,D1
0.226,6.901,3.81,48.9174,77.7756,3.0756,#395768,1.9344,IfcWallStandardCase,0.629,G
0.8,0.226,3.81,4.5509,80.8104,3.0785,#395881,0.1734,IfcWallStandardCase,0.0563,G
0.226,4.8,3.81,29.9591,78.2955,3.3598,#395914,1.2856,IfcWallStandardCase,0.3826,D1
1.574,0.226,3.81,6.4997,81.3989,5.6021,#395970,0.4473,IfcWallStandardCase,0.0798,D1
0.226,11.475,3.81,78.4997,77.7874,3.2758,#396026,3.3058,IfcWallStandardCase,1.0092,D1
2.7,0.22,3.8,18.244,101.3556,4.0095,#396111,0.7217,IfcWallStandardCase,0.18,G
0.22,2.26,3.8,15.0584,101.5264,4.0096,#396177,0.5947,IfcWallStandardCase,0.1483,G
0.22,2.26,3.8,11.158,102.8198,5.3131,#396210,0.5766,IfcWallStandardCase,0.1085,D1
6.3,0.4,5.05,63.55,10.7402,0.2978,#396297,1.7619,IfcWallStandardCase,5.917,G
3.5,0.23,3.31,19.1107,68.4747,3.557,#398631,0.9927,IfcWallStandardCase,0.2791,W1
3.5,0.23,3.31,20.9107,67.9158,3.0942,#398687,0.9527,IfcWallStandardCase,0.3079,G
2.8,0.23,3.31,16.5146,68.079,3.0943,#398720,0.7506,IfcWallStandardCase,0.2426,G
2.8,0.23,3.31,14.7146,68.8306,3.5804,#398753,0.7654,IfcWallStandardCase,0.2138,W1
0.23,5.64,3.31,34.3498,67.6774,3.0941,#398809,1.5704,IfcWallStandardCase,0.5076,G
0.23,5.64,3.31,30.4116,68.0879,3.225,#398842,1.4404,IfcWallStandardCase,0.4467,D1
0.23,4.54,3.31,27.4418,67.7706,3.0941,#398898,1.2529,IfcWallStandardCase,0.4049,G
0.23,4.54,3.31,23.5036,68.32,3.3135,#398931,1.1399,IfcWallStandardCase,0.344,D1
3.5,0.23,3.81,22.4407,68.2936,3.0033,#399077,0.9868,IfcWallStandardCase,0.3286,W1
3.5,0.23,3.81,24.2407,67.8267,2.6656,#399133,0.9527,IfcWallStandardCase,0.3574,G
2.8,0.23,3.81,19.1446,67.9899,2.6657,#399166,0.7506,IfcWallStandardCase,0.2816,G
2.8,0.23,3.81,17.3446,68.6154,3.0209,#399199,0.7636,IfcWallStandardCase,0.2528,W1
0.23,5.64,3.81,39.8198,67.5883,2.6656,#399255,1.5704,IfcWallStandardCase,0.5892,G
0.23,5.64,3.81,35.8816,67.9252,2.7735,#399288,1.4651,IfcWallStandardCase,0.5283,D1
0.23,4.54,3.81,31.8118,67.6815,2.6656,#399344,1.2529,IfcWallStandardCase,0.47,G
0.23,4.54,3.81,27.8736,68.1303,2.8433,#399377,1.1633,IfcWallStandardCase,0.4091,D1
0.23,4.57,3.31,27.6302,67.7674,3.0941,#401176,1.2615,IfcWallStandardCase,0.4077,G
0.23,4.57,3.31,23.692,68.3119,3.31,#401209,1.148,IfcWallStandardCase,0.3468,D1
0.226,6.903,3.31,42.2029,77.8645,3.5701,#401305,1.935,IfcWallStandardCase,0.542,G
0.8,0.226,3.31,3.9249,80.8995,3.5734,#401418,0.1734,IfcWallStandardCase,0.0485,G
0.226,4.8,3.31,25.3331,78.4692,3.9474,#401451,1.2744,IfcWallStandardCase,0.3228,D1
1.574,0.226,3.31,5.0997,82.2692,7.3651,#401507,0.4565,IfcWallStandardCase,0.062,D1
0.226,11.477,3.31,67.2113,77.9041,3.842,#401563,3.3147,IfcWallStandardCase,0.8627,D1
2.7,0.22,3.31,15.7744,101.4431,4.6412,#401648,0.7217,IfcWallStandardCase,0.1555,G
0.22,2.26,3.31,13.02,101.614,4.6413,#401714,0.5947,IfcWallStandardCase,0.1281,G
0.22,2.26,3.31,9.1196,103.2423,6.6312,#401747,0.5858,IfcWallStandardCase,0.0883,D1
10.785,0.202,3.31,58.7014,1001.0706,47.939,#401803,2.8111,IfcWallStandardCase,0.0586,W1
6.1,0.202,3.31,36.734,1000.9821,46.4108,#402167,1.7032,IfcWallStandardCase,0.0367,G
3.202,0.202,3.31,12.4434,1002.5301,80.309,#402200,0.9968,IfcWallStandardCase,0.0124,D1
2.74,0.23,3.31,14.3378,68.8715,3.5852,#404433,0.7464,IfcWallStandardCase,0.2082,W1
3,0.4,4.7,28.12,11.1587,0.3216,#404870,0.8103,IfcWallStandardCase,2.52,G
5.9,0.4,4.55,53.61,10.8106,0.332,#404903,1.6465,IfcWallStandardCase,4.959,G
0.4,2.5,4.55,22.67,11.3293,0.3331,#404936,0.6665,IfcWallStandardCase,2.001,G
0.4,6.7,4.55,60.89,10.7675,0.332,#404969,1.8773,IfcWallStandardCase,5.655,G
6.5,0.4,4.55,59.07,10.7772,0.332,#405002,1.8196,IfcWallStandardCase,5.481,G
0.4,5.7,4.55,51.79,10.8234,0.332,#405035,1.5888,IfcWallStandardCase,4.785,G
0.4,5.9,4.55,50.25,11.0707,0.3443,#405068,1.5626,IfcWallStandardCase,4.539,D1
0.4,11.5,4.55,101.21,10.7544,0.3517,#405101,3.31,IfcWallStandardCase,9.411,D1
3,0.4,4.55,21.46,12.0022,0.4973,#405134,0.8892,IfcWallStandardCase,1.788,D1
0.4,8.3,4.55,75.45,10.7067,0.3319,#405167,2.339,IfcWallStandardCase,7.047,G
2.8,0.4,4.55,25.4,11.229,0.3328,#405200,0.7528,IfcWallStandardCase,2.262,G
0.4,4,4.55,36.32,10.9861,0.3323,#405446,1.0985,IfcWallStandardCase,3.306,G
3,0.4,4.3,25.72,11.2021,0.3529,#405593,0.8103,IfcWallStandardCase,2.296,G
5.9,0.4,4.15,48.89,10.8572,0.3656,#405626,1.6465,IfcWallStandardCase,4.503,G
0.4,2.5,4.15,20.67,11.3759,0.3668,#405659,0.6665,IfcWallStandardCase,1.817,G
0.4,6.7,4.15,55.53,10.814,0.3656,#405692,1.8773,IfcWallStandardCase,5.135,G
6.5,0.4,4.15,53.87,10.8238,0.3656,#405725,1.8196,IfcWallStandardCase,4.977,G
0.4,5.7,4.15,47.23,10.87,0.3657,#405758,1.5888,IfcWallStandardCase,4.345,G
0.4,5.9,4.15,45.53,11.1511,0.3799,#405791,1.5513,IfcWallStandardCase,4.083,D1
0.4,11.5,4.15,92.01,10.8158,0.3897,#405824,3.3148,IfcWallStandardCase,8.507,D1
3,0.4,4.15,19.06,12.1867,0.5753,#405857,0.8998,IfcWallStandardCase,1.564,D1
0.4,8.3,4.15,68.81,10.7532,0.3655,#405890,2.339,IfcWallStandardCase,6.399,G
2.8,0.4,4.15,23.16,11.2756,0.3665,#405923,0.7528,IfcWallStandardCase,2.054,G
3.2,0.4,6.8,43.44,10.9697,0.2192,#406285,0.8679,IfcWallStandardCase,3.96,G
0.4,4,6.8,54.32,10.8293,0.219,#406318,1.0985,IfcWallStandardCase,5.016,G
0.4,8.3,7.1,117.78,10.5368,0.2092,#406351,2.339,IfcWallStandardCase,11.178,G
2.8,0.4,6,33.52,11.1141,0.2496,#406417,0.7528,IfcWallStandardCase,3.016,G
2.8,0.4,6.15,34.36,11.1054,0.2433,#406470,0.7528,IfcWallStandardCase,3.094,G
4.4,0.4,6,48.64,11.4178,0.282,#406503,1.2014,IfcWallStandardCase,4.26,D1W1
6.5,0.4,6,77.92,10.6769,0.2492,#406573,1.8186,IfcWallStandardCase,7.298,G
0.4,5.7,6,68.32,10.7085,0.249,#406606,1.5888,IfcWallStandardCase,6.38,G
0.4,5.9,6,67.76,10.9432,0.2565,#406639,1.5881,IfcWallStandardCase,6.192,D1
0.4,6.9,5.75,79.27,10.6589,0.2602,#406692,1.935,IfcWallStandardCase,7.437,G
3,0.4,5,29.92,11.131,0.3015,#406725,0.8103,IfcWallStandardCase,2.688,G
5.9,0.4,5.75,67.77,10.7112,0.2602,#406758,1.6465,IfcWallStandardCase,6.327,G
0.4,2.3,4.85,22.23,11.3825,0.3118,#406791,0.609,IfcWallStandardCase,1.953,G
3.2,0.4,5,31.92,11.0833,0.3014,#406824,0.8679,IfcWallStandardCase,2.88,G
2.7,0.4,5,26.92,11.2167,0.3017,#406857,0.724,IfcWallStandardCase,2.4,G
0.4,3.2,5,31.92,11.0833,0.3014,#406890,0.8679,IfcWallStandardCase,2.88,G
3.2,0.4,4.7,30,11.1111,0.3215,#406923,0.8679,IfcWallStandardCase,2.7,G
2.7,0.4,4.7,25.3,11.2444,0.3218,#406956,0.724,IfcWallStandardCase,2.25,G
0.4,3.2,4.7,30,11.1111,0.3215,#406989,0.8679,IfcWallStandardCase,2.7,G
0.4,4,4.15,33.12,11.0326,0.3659,#407022,1.0985,IfcWallStandardCase,3.002,G
3.2,0.4,4.3,27.44,11.1545,0.3528,#407055,0.8679,IfcWallStandardCase,2.46,G
2.7,0.4,4.3,23.14,11.2878,0.3532,#407088,0.724,IfcWallStandardCase,2.05,G
0.4,3.2,4.3,27.44,11.1545,0.3528,#407121,0.8679,IfcWallStandardCase,2.46,G
6.3,0.4,4.15,48.77,11.2451,0.4064,#407730,1.7625,IfcWallStandardCase,4.337,D1W1
0.4,6.9,4.15,57.19,10.8048,0.3656,#408141,1.935,IfcWallStandardCase,5.293,G
0.4,2.48,4.15,20.504,11.3835,0.3668,#408851,0.6607,IfcWallStandardCase,1.8012,G
0.4,6.9,4.55,62.71,10.7583,0.332,#411113,1.935,IfcWallStandardCase,5.829,G
6.3,0.4,4.55,53.17,11.2055,0.3712,#411557,1.7614,IfcWallStandardCase,4.745,D1W1
0.4,2.5,5.05,25.17,11.2819,0.2987,#411790,0.6665,IfcWallStandardCase,2.231,G
0.4,5.7,5.05,57.49,10.776,0.2978,#411823,1.5888,IfcWallStandardCase,5.335,G
0.4,5.7,5.05,54.13,11.0132,0.3088,#411856,1.5178,IfcWallStandardCase,4.915,D1
0.4,11.3,5.05,110.69,10.6978,0.314,#411889,3.2488,IfcWallStandardCase,10.347,D1
2.8,0.4,5.05,28.2,11.1816,0.2985,#411955,0.7528,IfcWallStandardCase,2.522,G
0.4,3.4,5.2,35.28,11.025,0.2892,#412028,0.9256,IfcWallStandardCase,3.2,G
2.8,0.4,4.7,26.24,11.2137,0.3217,#412421,0.7528,IfcWallStandardCase,2.34,G
2.7,0.4,4.55,24.49,11.2598,0.3329,#412454,0.724,IfcWallStandardCase,2.175,G
2.9,0.4,4.85,28.05,11.1708,0.3113,#412487,0.7816,IfcWallStandardCase,2.511,G
2.8,0.4,4.3,24,11.257,0.3531,#412520,0.7528,IfcWallStandardCase,2.132,G
2.7,0.4,4.15,22.33,11.3063,0.3666,#412553,0.724,IfcWallStandardCase,1.975,G
2.7,0.4,5.35,28.81,11.1883,0.2812,#413015,0.724,IfcWallStandardCase,2.575,G
5.7,0.4,4.15,47.23,10.87,0.3657,#415553,1.5888,IfcWallStandardCase,4.345,G
0.4,4.198,4.15,34.7634,11.0066,0.3659,#415718,1.1556,IfcWallStandardCase,3.1584,G
10.7875,0.4,5.3,107.8673,10.7019,0.2906,#428198,2.9286,IfcWallStandardCase,10.0792,W1
10.785,0.4,4.55,91.6634,10.798,0.3416,#428231,2.8997,IfcWallStandardCase,8.4889,W1
10.786,0.4,4.55,91.6725,10.7979,0.3416,#428297,2.9,IfcWallStandardCase,8.4898,W1
10.785,0.4,5.05,102.4484,10.7305,0.3058,#428495,2.9197,IfcWallStandardCase,9.5474,W1
2.3,0.4,5.3,24.3,11.3445,0.2843,#428528,0.609,IfcWallStandardCase,2.142,G
2.3,0.4,4.55,20.85,11.4122,0.3333,#428561,0.609,IfcWallStandardCase,1.827,G
2.298,0.4,4.15,18.9934,11.4596,0.3671,#428594,0.6084,IfcWallStandardCase,1.6574,G
2.298,0.4,4.55,20.8318,11.4131,0.3333,#428792,0.6084,IfcWallStandardCase,1.8253,G
2.298,0.4,5.05,23.1298,11.3657,0.299,#428825,0.6084,IfcWallStandardCase,2.0351,G
5.8697,0.4002,6.3,73.4824,10.6962,0.2368,#450275,1.6267,IfcWallStandardCase,6.87,G
0.4012,5.8464,6.3,72.6602,10.8502,0.237,#450342,1.5869,IfcWallStandardCase,6.6967,G
4.94,0.282,4.2,35.9178,25.6603,1.0285,#529285,1.4396,IfcWallStandardCase,1.3997,D1
0.282,3.307,4.2,22.1935,26.3589,1.1376,#529374,0.9578,IfcWallStandardCase,0.842,W1
